job_id,title,company,location,description,tags,platform,date_posted,salary_min,salary_max,source_type
2130,Senior Analytics Engineer,Summit Analytics Group,"Chicago, IL","Join us as a Senior Analytics Engineer and help shape how we use data across the organization. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: kafka, data warehouse, google sheets, bigquery, r. Nice to have: elt, power bi, postgres.","kafka, data warehouse, google sheets, bigquery, r",LinkedIn,2026-06-29,137000.0,223000.0,synthetic
2131,Senior Data Engineer,Netflix,Remote,"As a Senior Data Engineer, you will work closely with cross-functional stakeholders to turn data into insight. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: rest api, bash, sql, linux, pyspark. Nice to have: spark, mysql, redshift.","rest api, bash, sql, linux, pyspark",Indeed,2025-09-03,125000.0,212000.0,synthetic
2132,Senior Business Analyst,Salesforce,"Boston, MA","We are looking for a Senior Business Analyst to join our growing data team. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: airflow, etl, power bi, rag, time series. Nice to have: fine-tuning, snowflake, hypothesis testing.","airflow, etl, power bi, rag, time series",LinkedIn,2026-05-21,93000.0,151000.0,synthetic
2133,Senior AI Engineer,DataForge Inc,"Boston, MA","Join us as a Senior AI Engineer and help shape how we use data across the organization. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: jenkins, recommendation systems, supervised learning, lightgbm, terraform. Nice to have: google cloud, anomaly detection, a/b testing.","jenkins, recommendation systems, supervised learning, lightgbm, terraform",LinkedIn,2026-07-30,165000.0,280000.0,synthetic
2134,Lead Research Scientist,McKinsey & Company,"Denver, CO","We're seeking an experienced Lead Research Scientist to build and scale our analytics capabilities. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: hypothesis testing, unsupervised learning, go, lightgbm, natural language processing. Nice to have: model deployment, golang, regression.","hypothesis testing, unsupervised learning, go, lightgbm, natural language processing",Monster,2026-06-10,193000.0,330000.0,synthetic
2135,Senior Business Analyst,Qualcomm,"Austin, TX","Our company is hiring a Senior Business Analyst to help drive data-informed decisions. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: anomaly detection, superset, elt, feature engineering, machine learning. Nice to have: dbt, sqlite, snowflake.","anomaly detection, superset, elt, feature engineering, machine learning",Monster,2026-07-30,93000.0,151000.0,synthetic
2136,Senior MLOps Engineer,NVIDIA,Singapore,"Our company is hiring a Senior MLOps Engineer to help drive data-informed decisions. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: postgresql, hadoop, microservices, fastapi, data pipeline. Nice to have: snowflake, streamlit, gradio.","postgresql, hadoop, microservices, fastapi, data pipeline",LinkedIn,2025-11-22,131000.0,220000.0,synthetic
2137,Senior Data Engineer,Microsoft,"Atlanta, GA","We are looking for a Senior Data Engineer to join our growing data team. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: kafka, hadoop, ci/cd, django, python. Nice to have: go, mysql, etl.","kafka, hadoop, ci/cd, django, python",LinkedIn,2025-09-17,144000.0,244000.0,synthetic
2138,Principal Analytics Engineer,Qualcomm,"San Francisco, CA","Join us as a Principal Analytics Engineer and help shape how we use data across the organization. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: superset, python, data pipeline, sql, qlik. Nice to have: rust, redis, redshift.","superset, python, data pipeline, sql, qlik",Monster,2026-05-08,186000.0,303000.0,synthetic
2139,Senior Machine Learning Engineer,McKinsey & Company,"Seattle, WA","As a Senior Machine Learning Engineer, you will work closely with cross-functional stakeholders to turn data into insight. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: recommendation systems, lambda, regression, fastapi, scikit-learn. Nice to have: experiment design, llms, nlp.","recommendation systems, lambda, regression, fastapi, scikit-learn",Remote OK,2025-12-04,158000.0,273000.0,synthetic
2140,Lead Business Analyst,McKinsey & Company,"Boston, MA","Join us as a Lead Business Analyst and help shape how we use data across the organization. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: natural language processing, generative ai, google sheets, fine-tuning, hadoop. Nice to have: clustering, d3.js, regression.","natural language processing, generative ai, google sheets, fine-tuning, hadoop",LinkedIn,2025-12-02,105000.0,169000.0,synthetic
2141,Senior Data Analyst,Cisco,Remote,"We're seeking an experienced Senior Data Analyst to build and scale our analytics capabilities. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: go, mysql, data warehouse, sql, matlab. Nice to have: scala, postgres, etl.","go, mysql, data warehouse, sql, matlab",Monster,2026-06-11,81000.0,138000.0,synthetic
2142,Data Engineer,GreenField Data Systems,"Pune, India","We're seeking an experienced Data Engineer to build and scale our analytics capabilities. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: terraform, matlab, sql, fastapi, redis. Nice to have: gcp, elt, databricks.","terraform, matlab, sql, fastapi, redis",Monster,2026-07-14,35000.0,59000.0,synthetic
2143,Principal Research Scientist,Summit Analytics Group,"San Francisco, CA","Join us as a Principal Research Scientist and help shape how we use data across the organization. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: experiment design, nltk, typescript, nlp, transformers. Nice to have: a/b testing, lightgbm, keras.","experiment design, nltk, typescript, nlp, transformers",Glassdoor,2026-03-22,235000.0,401000.0,synthetic
2144,Senior Statistician,BlueRiver Tech,"Amsterdam, Netherlands","We're seeking an experienced Senior Statistician to build and scale our analytics capabilities. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: matlab, superset, computer vision, typescript, python. Nice to have: feature engineering, large language models, experiment design.","matlab, superset, computer vision, typescript, python",Monster,2026-04-11,80000.0,135000.0,synthetic
2145,Senior Data Engineer,PwC,"San Francisco, CA","Join us as a Senior Data Engineer and help shape how we use data across the organization. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: elt, python, django, kubernetes, linux. Nice to have: dbt, model serving, typescript.","elt, python, django, kubernetes, linux",LinkedIn,2025-12-06,144000.0,244000.0,synthetic
2146,Senior Research Scientist,Northstar Analytics,"Dublin, Ireland","Join us as a Senior Research Scientist and help shape how we use data across the organization. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: huggingface, llms, prompt engineering, hugging face, generative ai. Nice to have: matplotlib, matlab, gradio.","huggingface, llms, prompt engineering, hugging face, generative ai",Indeed,2025-11-10,120000.0,205000.0,synthetic
2147,Senior MLOps Engineer,Amazon,"Vancouver, Canada","As a Senior MLOps Engineer, you will work closely with cross-functional stakeholders to turn data into insight. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: kafka, redis, redshift, github actions, xgboost. Nice to have: keras, bigquery, google cloud.","kafka, redis, redshift, github actions, xgboost",Indeed,2025-09-23,124000.0,208000.0,synthetic
2148,Senior Statistician,Amazon,"New York, NY","Join us as a Senior Statistician and help shape how we use data across the organization. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: statistical analysis, looker, sql, data science, python. Nice to have: experiment design, javascript, superset.","statistical analysis, looker, sql, data science, python",LinkedIn,2026-02-23,115000.0,194000.0,synthetic
2149,Staff Data Science Manager,BlueRiver Tech,"Denver, CO","Join us as a Staff Data Science Manager and help shape how we use data across the organization. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: clustering, nlp, anomaly detection, data pipeline, bigquery. Nice to have: kafka, experiment design, data warehouse.","clustering, nlp, anomaly detection, data pipeline, bigquery",LinkedIn,2026-04-24,250000.0,392000.0,synthetic
2150,Research Scientist,Qualcomm,"Austin, TX","Our company is hiring a Research Scientist to help drive data-informed decisions. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: reinforcement learning, deep learning, sklearn, gradio, openai. Nice to have: plotly, computer vision, python.","reinforcement learning, deep learning, sklearn, gradio, openai",LinkedIn,2026-01-16,138000.0,236000.0,synthetic
2151,Junior Data Analyst,DataForge Inc,"Bangalore, India","We are looking for a Junior Data Analyst to join our growing data team. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: elt, bigquery, excel, pyspark, dbt. Nice to have: kafka, etl, looker.","elt, bigquery, excel, pyspark, dbt",Glassdoor,2026-04-05,17000.0,29000.0,synthetic
2152,Senior Machine Learning Engineer,Stripe,"Hyderabad, India","As a Senior Machine Learning Engineer, you will work closely with cross-functional stakeholders to turn data into insight. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: experiment design, large language models, plotly, pytorch, ci/cd. Nice to have: data analysis, recommendation systems, llms.","experiment design, large language models, plotly, pytorch, ci/cd",Indeed,2026-07-14,48000.0,83000.0,synthetic
2153,Principal Machine Learning Engineer,Adobe,"Hyderabad, India","As a Principal Machine Learning Engineer, you will work closely with cross-functional stakeholders to turn data into insight. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: fastapi, mlops, s3, ec2, classification. Nice to have: django, opencv, aws.","fastapi, mlops, s3, ec2, classification",Indeed,2026-07-20,65000.0,113000.0,synthetic
2154,Statistician,Northstar Analytics,"Dublin, Ireland","Join us as a Statistician and help shape how we use data across the organization. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: reinforcement learning, scala, nlp, unsupervised learning, large language models. Nice to have: hypothesis testing, data analysis, llm.","reinforcement learning, scala, nlp, unsupervised learning, large language models",Monster,2026-02-14,64000.0,108000.0,synthetic
2155,Senior AI Engineer,BrightPath Data,"Pune, India","Our company is hiring a Senior AI Engineer to help drive data-informed decisions. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: large language models, lambda, gcp, statistical analysis, keras. Nice to have: feature engineering, model serving, sklearn.","large language models, lambda, gcp, statistical analysis, keras",LinkedIn,2025-09-12,50000.0,85000.0,synthetic
2156,Junior AI Engineer,Dell Technologies,"Denver, CO","Join us as a Junior AI Engineer and help shape how we use data across the organization. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: llms, linux, numpy, model deployment, seaborn. Nice to have: opencv, embeddings, data analysis.","llms, linux, numpy, model deployment, seaborn",LinkedIn,2026-03-12,99000.0,168000.0,synthetic
2157,Senior Analytics Engineer,PeakSignal AI,"San Francisco, CA","We're seeking an experienced Senior Analytics Engineer to build and scale our analytics capabilities. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: go, typescript, hadoop, d3.js, elt. Nice to have: dbt, redis, sql.","go, typescript, hadoop, d3.js, elt",LinkedIn,2025-12-02,137000.0,223000.0,synthetic
2158,MLOps Engineer,GreenField Data Systems,"Atlanta, GA","We are looking for a MLOps Engineer to join our growing data team. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: numpy, github actions, openai, matplotlib, pytorch. Nice to have: sqlite, scikit-learn, kubernetes.","numpy, github actions, openai, matplotlib, pytorch",LinkedIn,2025-11-21,126000.0,213000.0,synthetic
2159,Lead Statistician,NVIDIA,"Austin, TX","As a Lead Statistician, you will work closely with cross-functional stakeholders to turn data into insight. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: java, recommendation systems, statistics, javascript, supervised learning. Nice to have: statistical analysis, forecasting, classification.","java, recommendation systems, statistics, javascript, supervised learning",Monster,2026-05-03,129000.0,217000.0,synthetic
2160,Business Analyst,GreenField Data Systems,Remote,"Join us as a Business Analyst and help shape how we use data across the organization. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: nlp, recommendation systems, reinforcement learning, qlik, deep learning. Nice to have: data pipeline, computer vision, embeddings.","nlp, recommendation systems, reinforcement learning, qlik, deep learning",Remote OK,2025-08-22,65000.0,105000.0,synthetic
2161,Principal Research Scientist,Home Depot,"Austin, TX","Our company is hiring a Principal Research Scientist to help drive data-informed decisions. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: gradio, machine learning, openai, generative ai, large language models. Nice to have: scikit-learn, embeddings, regression.","gradio, machine learning, openai, generative ai, large language models",LinkedIn,2025-11-03,235000.0,401000.0,synthetic
2162,Senior Data Analyst,IBM,"Boston, MA","Join us as a Senior Data Analyst and help shape how we use data across the organization. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: postgres, spark, google sheets, kafka, power bi. Nice to have: matlab, etl, data pipeline.","postgres, spark, google sheets, kafka, power bi",Monster,2025-10-02,93000.0,158000.0,synthetic
2163,Lead Data Analyst,UnitedHealth Group,"Hyderabad, India","Join us as a Lead Data Analyst and help shape how we use data across the organization. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: etl, mongodb, postgres, rust, r. Nice to have: google sheets, superset, sql.","etl, mongodb, postgres, rust, r",LinkedIn,2025-12-31,32000.0,54000.0,synthetic
2164,Senior Data Scientist,Anthem,"Denver, CO","Our company is hiring a Senior Data Scientist to help drive data-informed decisions. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: typescript, lightgbm, classification, forecasting, scala. Nice to have: pandas, large language models, rag.","typescript, lightgbm, classification, forecasting, scala",Monster,2026-02-06,137000.0,237000.0,synthetic
2165,Staff Analytics Engineer,BrightPath Data,Remote,"We are looking for a Staff Analytics Engineer to join our growing data team. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: postgresql, go, c++, r, mongodb. Nice to have: hadoop, etl, golang.","postgresql, go, c++, r, mongodb",Monster,2026-06-24,147000.0,240000.0,synthetic
2166,Principal AI Engineer,CVS Health,"San Francisco, CA","We're seeking an experienced Principal AI Engineer to build and scale our analytics capabilities. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: docker, keras, natural language processing, data science, matplotlib. Nice to have: classification, nlp, unsupervised learning.","docker, keras, natural language processing, data science, matplotlib",Glassdoor,2025-09-29,225000.0,381000.0,synthetic
2167,Principal Data Engineer,Dell Technologies,"Amsterdam, Netherlands","We are looking for a Principal Data Engineer to join our growing data team. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: ci/cd, r, flask, gcp, redshift. Nice to have: python, azure, kafka.","ci/cd, r, flask, gcp, redshift",Monster,2025-12-09,136000.0,231000.0,synthetic
2168,Senior Statistician,Palantir,"Boston, MA","We are looking for a Senior Statistician to join our growing data team. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: statistical analysis, data analysis, statistics, power bi, neural networks. Nice to have: feature engineering, bash, classification.","statistical analysis, data analysis, statistics, power bi, neural networks",Indeed,2026-02-21,115000.0,194000.0,synthetic
2169,Lead Machine Learning Engineer,Horizon Intelligence,"San Francisco, CA","Our company is hiring a Lead Machine Learning Engineer to help drive data-informed decisions. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: rag, mlops, nlp, spacy, anomaly detection. Nice to have: time series, huggingface, pandas.","rag, mlops, nlp, spacy, anomaly detection",LinkedIn,2025-10-19,177000.0,306000.0,synthetic
2170,Lead Analytics Engineer,Summit Analytics Group,"Atlanta, GA","We're seeking an experienced Lead Analytics Engineer to build and scale our analytics capabilities. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: data warehouse, redis, pyspark, power bi, golang. Nice to have: matlab, looker, python.","data warehouse, redis, pyspark, power bi, golang",Indeed,2026-04-01,153000.0,250000.0,synthetic
2171,Lead Statistician,Goldman Sachs,"Bangalore, India","Our company is hiring a Lead Statistician to help drive data-informed decisions. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: experiment design, clustering, prompt engineering, python, llm. Nice to have: time series, neural networks, google sheets.","experiment design, clustering, prompt engineering, python, llm",Indeed,2026-06-08,39000.0,66000.0,synthetic
2172,Junior Data Scientist,Goldman Sachs,"Berlin, Germany","As a Junior Data Scientist, you will work closely with cross-functional stakeholders to turn data into insight. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: xgboost, llms, reinforcement learning, experiment design, keras. Nice to have: model deployment, sql, unsupervised learning.","xgboost, llms, reinforcement learning, experiment design, keras",LinkedIn,2025-08-17,57000.0,99000.0,synthetic
2173,Business Analyst,Cisco,"San Francisco, CA","Our company is hiring a Business Analyst to help drive data-informed decisions. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: etl, postgresql, data science, recommendation systems, hypothesis testing. Nice to have: d3.js, data analysis, data pipeline.","etl, postgresql, data science, recommendation systems, hypothesis testing",Indeed,2026-04-28,75000.0,121000.0,synthetic
2174,Junior AI Engineer,Robinhood,"Denver, CO","Our company is hiring a Junior AI Engineer to help drive data-informed decisions. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: docker, statistical analysis, forecasting, numpy, terraform. Nice to have: computer vision, linux, neural networks.","docker, statistical analysis, forecasting, numpy, terraform",LinkedIn,2026-05-31,99000.0,168000.0,synthetic
2175,Junior Analytics Engineer,Uber,Singapore,"Our company is hiring a Junior Analytics Engineer to help drive data-informed decisions. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: mysql, typescript, matlab, redis, sqlite. Nice to have: postgres, hadoop, python.","mysql, typescript, matlab, redis, sqlite",Glassdoor,2025-12-09,68000.0,110000.0,synthetic
2176,Business Intelligence Analyst,BrightPath Data,"Austin, TX","We are looking for a Business Intelligence Analyst to join our growing data team. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: bigquery, qlik, python, google sheets, data warehouse. Nice to have: etl, java, scala.","bigquery, qlik, python, google sheets, data warehouse",Glassdoor,2025-10-14,80000.0,138000.0,synthetic
2177,Staff Data Science Manager,Quantify Labs,"Bangalore, India","We are looking for a Staff Data Science Manager to join our growing data team. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: redis, statistics, postgresql, excel, sqlite. Nice to have: databricks, neural networks, pyspark.","redis, statistics, postgresql, excel, sqlite",Glassdoor,2026-05-09,76000.0,119000.0,synthetic
2178,Senior Research Scientist,Cohere Health,"Dublin, Ireland","As a Senior Research Scientist, you will work closely with cross-functional stakeholders to turn data into insight. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: hypothesis testing, data science, python, transformers, numpy. Nice to have: bash, r, supervised learning.","hypothesis testing, data science, python, transformers, numpy",Indeed,2025-11-26,120000.0,205000.0,synthetic
2179,Statistician,GreenField Data Systems,Remote,"We are looking for a Statistician to join our growing data team. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: golang, model deployment, hypothesis testing, large language models, c#. Nice to have: feature engineering, machine learning, classification.","golang, model deployment, hypothesis testing, large language models, c#",LinkedIn,2026-03-01,80000.0,135000.0,synthetic
2180,Junior Data Scientist,Palantir,"Austin, TX","Join us as a Junior Data Scientist and help shape how we use data across the organization. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: opencv, huggingface, reinforcement learning, time series, matplotlib. Nice to have: scikit-learn, keras, llms.","opencv, huggingface, reinforcement learning, time series, matplotlib",LinkedIn,2025-12-10,82000.0,142000.0,synthetic
2181,Staff Analytics Engineer,Target,"San Francisco, CA","We are looking for a Staff Analytics Engineer to join our growing data team. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: mysql, elt, typescript, superset, sqlite. Nice to have: spark, scala, etl.","mysql, elt, typescript, superset, sqlite",Indeed,2026-02-27,169000.0,276000.0,synthetic
2182,Business Analyst,BrightPath Data,"Denver, CO","As a Business Analyst, you will work closely with cross-functional stakeholders to turn data into insight. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: data science, snowflake, unsupervised learning, regression, natural language processing. Nice to have: data pipeline, superset, statistics.","data science, snowflake, unsupervised learning, regression, natural language processing",Glassdoor,2026-06-06,75000.0,121000.0,synthetic
2183,Data Analyst,Dell Technologies,"Chicago, IL","We're seeking an experienced Data Analyst to build and scale our analytics capabilities. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: go, elt, etl, rust, typescript. Nice to have: c++, spark, data warehouse.","go, elt, etl, rust, typescript",Monster,2025-12-30,75000.0,126000.0,synthetic
2184,Junior Statistician,Lyft,"Chicago, IL","Join us as a Junior Statistician and help shape how we use data across the organization. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: matlab, hypothesis testing, superset, statistical analysis, power bi. Nice to have: machine learning, rag, c++.","matlab, hypothesis testing, superset, statistical analysis, power bi",Indeed,2025-09-12,69000.0,116000.0,synthetic
2185,Senior Analytics Engineer,Lyft,"Boston, MA","Our company is hiring a Senior Analytics Engineer to help drive data-informed decisions. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: d3.js, mongodb, postgres, postgresql, pyspark. Nice to have: sqlite, etl, typescript.","d3.js, mongodb, postgres, postgresql, pyspark",Indeed,2025-11-04,137000.0,223000.0,synthetic
2186,Junior Analytics Engineer,Robinhood,"Toronto, Canada","Our company is hiring a Junior Analytics Engineer to help drive data-informed decisions. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: databricks, etl, scala, redshift, superset. Nice to have: javascript, qlik, java.","databricks, etl, scala, redshift, superset",Indeed,2026-07-12,64000.0,105000.0,synthetic
2187,Principal Analytics Engineer,Netflix,"Denver, CO","Our company is hiring a Principal Analytics Engineer to help drive data-informed decisions. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: looker, mongodb, etl, bigquery, typescript. Nice to have: golang, sql, dbt.","looker, mongodb, etl, bigquery, typescript",LinkedIn,2026-01-22,186000.0,303000.0,synthetic
2188,Principal Research Scientist,CVS Health,Remote,"Our company is hiring a Principal Research Scientist to help drive data-informed decisions. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: sklearn, keras, reinforcement learning, xgboost, llm. Nice to have: large language models, natural language processing, golang.","sklearn, keras, reinforcement learning, xgboost, llm",LinkedIn,2026-01-23,204000.0,348000.0,synthetic
2189,MLOps Engineer,Instacart,"Boston, MA","As a MLOps Engineer, you will work closely with cross-functional stakeholders to turn data into insight. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: microservices, mysql, rest api, data pipeline, data warehouse. Nice to have: spark, spacy, aws.","microservices, mysql, rest api, data pipeline, data warehouse",LinkedIn,2026-06-30,126000.0,213000.0,synthetic
2190,Senior Software Engineer,Stellar AI,Remote,"Headquarters: London URL: https://joinstellar.ai/ We are seeking experienced Software Engineers to contribute to projects across a wide range of technologies and programming languages, including JavaScript, Python, Go, C++, Ruby, and more. This is an open-ended contract opportunity, structured around project-based work with no set schedules or minimum time or task commitments. Contributors who work with us decide which available projects they'd like to work on, when they work, and how much they contribute, which makes it an excellent option for those seeking flexible and high-impact work. In this role, you will help advance AI research by understanding complex systems, exploring large codebases, and developing approaches to verify the correctness of software behavior. Compensation $70 per hour after passing the qualification Fully remote Project based work, no minimum time or task commitments Responsibilities Rapidly build context in large, multi-module codebases Analyze feature implementations for correctness and edge cases Produce clear, structured documentation of findings and rationale Requirements Bachelor's degree in Computer Science or a related field At least 2 years of experience as a Software Engineer Excellent written communication skills Ability to clearly explain complex technical concepts Location Remote in the US, UK, Canada, Europe, Australia, or New Zealand To apply: https://weworkremotely.com/remote-jobs/stellar-ai-senior-software-engineer",programming,We Work Remotely,"Tue, 21 Oct 2025",,,live_scraped
2191,Senior Data Analyst,Anthem,"Dublin, Ireland","We are looking for a Senior Data Analyst to join our growing data team. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: elt, javascript, postgres, redis, typescript. Nice to have: r, spark, golang.","elt, javascript, postgres, redis, typescript",Monster,2025-11-29,65000.0,110000.0,synthetic
2192,Senior Business Analyst,Instacart,"Bangalore, India","Our company is hiring a Senior Business Analyst to help drive data-informed decisions. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: bigquery, etl, tableau, nlp, anomaly detection. Nice to have: kafka, statistics, generative ai.","bigquery, etl, tableau, nlp, anomaly detection",We Work Remotely,2026-05-27,28000.0,46000.0,synthetic
2193,Senior Data Engineer,Beacon Data Partners,"New York, NY","We're seeking an experienced Senior Data Engineer to build and scale our analytics capabilities. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: snowflake, ci/cd, linux, jenkins, github actions. Nice to have: rest api, r, bash.","snowflake, ci/cd, linux, jenkins, github actions",Indeed,2026-04-05,144000.0,244000.0,synthetic
2194,Principal Research Scientist,Northstar Analytics,"Toronto, Canada","Our company is hiring a Principal Research Scientist to help drive data-informed decisions. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: llm, natural language processing, recommendation systems, nlp, hugging face. Nice to have: xgboost, computer vision, model deployment.","llm, natural language processing, recommendation systems, nlp, hugging face",LinkedIn,2025-08-18,184000.0,314000.0,synthetic
2195,Principal Analytics Engineer,Coinbase,Remote,"We are looking for a Principal Analytics Engineer to join our growing data team. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: python, data warehouse, excel, d3.js, java. Nice to have: c++, pyspark, google sheets.","python, data warehouse, excel, d3.js, java",LinkedIn,2026-05-11,162000.0,264000.0,synthetic
2196,Lead Research Scientist,Best Buy,"Chicago, IL","As a Lead Research Scientist, you will work closely with cross-functional stakeholders to turn data into insight. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: tensorflow, a/b testing, time series, streamlit, recommendation systems. Nice to have: machine learning, matlab, sql.","tensorflow, a/b testing, time series, streamlit, recommendation systems",Monster,2026-08-10,193000.0,330000.0,synthetic
2197,Principal Data Engineer,Quantify Labs,Remote,"We are looking for a Principal Data Engineer to join our growing data team. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: django, mysql, linux, matlab, google cloud. Nice to have: c#, scala, ci/cd.","django, mysql, linux, matlab, google cloud",LinkedIn,2026-07-29,170000.0,289000.0,synthetic
2198,Lead Research Scientist,Deloitte,Remote,"We're seeking an experienced Lead Research Scientist to build and scale our analytics capabilities. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: natural language processing, fine-tuning, scipy, time series, tensorflow. Nice to have: llms, deep learning, embeddings.","natural language processing, fine-tuning, scipy, time series, tensorflow",Monster,2026-01-11,168000.0,287000.0,synthetic
2199,Data Science Manager,BrightPath Data,"Atlanta, GA","As a Data Science Manager, you will work closely with cross-functional stakeholders to turn data into insight. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: recommendation systems, d3.js, etl, model deployment, prompt engineering. Nice to have: airflow, data warehouse, deep learning.","recommendation systems, d3.js, etl, model deployment, prompt engineering",LinkedIn,2025-09-13,161000.0,253000.0,synthetic
2200,Principal AI Engineer,Lyft,"Hyderabad, India","We are looking for a Principal AI Engineer to join our growing data team. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: transformers, reinforcement learning, embeddings, sklearn, regression. Nice to have: feature engineering, nltk, computer vision.","transformers, reinforcement learning, embeddings, sklearn, regression",Indeed,2025-09-16,68000.0,116000.0,synthetic
2201,Staff Data Science Manager,PeakSignal AI,"Atlanta, GA","We are looking for a Staff Data Science Manager to join our growing data team. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: experiment design, prompt engineering, classification, embeddings, excel. Nice to have: anomaly detection, airflow, spark.","experiment design, prompt engineering, classification, embeddings, excel",Indeed,2026-05-03,250000.0,392000.0,synthetic
2202,Statistician,DataForge Inc,"Berlin, Germany","As a Statistician, you will work closely with cross-functional stakeholders to turn data into insight. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: qlik, natural language processing, hypothesis testing, llms, statistics. Nice to have: clustering, statistical analysis, forecasting.","qlik, natural language processing, hypothesis testing, llms, statistics",We Work Remotely,2025-11-19,64000.0,108000.0,synthetic
2203,Principal Data Scientist,IBM,"New York, NY","Our company is hiring a Principal Data Scientist to help drive data-informed decisions. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: regression, streamlit, fine-tuning, clustering, embeddings. Nice to have: prompt engineering, tensorflow, machine learning.","regression, streamlit, fine-tuning, clustering, embeddings",Remote OK,2025-11-09,186000.0,323000.0,synthetic
